op,size,threads,trial,time
mm,1024,2,62,4.956
mm,1024,2,63,4.897
mm,1024,2,64,4.969
mm,1024,2,65,5.018
mm,1024,2,66,4.968
mm,1024,2,67,4.959
mm,1024,2,68,5.014
mm,1024,2,69,5.03
mm,1024,2,70,4.993
mm,1024,2,71,4.97
mm,1024,2,72,5.011
mm,1024,2,73,4.995
mm,1024,2,74,4.94
mm,1024,2,75,4.99
mm,1024,2,76,4.966
mm,1024,2,77,5.026
mm,1024,2,78,5.011
mm,1024,2,79,4.985
mm,1024,2,80,5.015
mm,1024,2,81,5.004
mm,1024,2,82,5.053
mm,1024,2,83,5.01
mm,1024,2,84,5.019
mm,1024,2,85,4.997
mm,1024,2,86,4.966
mm,1024,2,87,5.228
mm,1024,2,88,5.076
mm,1024,2,89,5.03
mm,1024,2,90,4.929
mm,1024,2,91,4.912
mm,1024,2,92,4.928
mm,1024,2,93,4.918
mm,1024,2,94,4.964
mm,1024,2,95,5.01
mm,1024,2,96,5.138
mm,1024,2,97,5.186
mm,1024,2,98,5.182
mm,1024,2,99,5.092
mm,1024,4,0,3.26
mm,1024,4,1,3.203
mm,1024,4,2,3.039
mm,1024,4,3,3.035
mm,1024,4,4,3.165
mm,1024,4,5,3.134
mm,1024,4,6,3.229
mm,1024,4,7,3.085
mm,1024,4,8,3.154
mm,1024,4,9,3.137
mm,1024,4,10,3.103
mm,1024,4,11,3.212
mm,1024,4,12,3.56
mm,1024,4,13,3.177
mm,1024,4,14,3.698
mm,1024,4,15,3.22
mm,1024,4,16,3.201
mm,1024,4,17,3.321
mm,1024,4,18,3.204
mm,1024,4,19,3.13
mm,1024,4,20,3.158
mm,1024,4,21,3.229
mm,1024,4,22,3.135
mm,1024,4,23,3.84
mm,1024,4,24,3.13
mm,1024,4,25,3.212
mm,1024,4,26,3.16
mm,1024,4,27,3.291
mm,1024,4,28,3.181
mm,1024,4,29,3.257
mm,1024,4,30,3.15
mm,1024,4,31,3.061
mm,1024,4,32,3.152
mm,1024,4,33,3.077
mm,1024,4,34,3.281
mm,1024,4,35,3.138
mm,1024,4,36,3.167
mm,1024,4,37,3.221
mm,1024,4,38,3.102
mm,1024,4,39,3.141
mm,1024,4,40,3.102
mm,1024,4,41,3.108
mm,1024,4,42,3.052
mm,1024,4,43,3.079
mm,1024,4,44,3.064
mm,1024,4,45,3.021
mm,1024,4,46,3.05
mm,1024,4,47,3.025
mm,1024,4,48,3.089
mm,1024,4,49,3.017
mm,1024,4,50,3.051
mm,1024,4,51,3.082
mm,1024,4,52,3.064
mm,1024,4,53,2.974
mm,1024,4,54,3.049
mm,1024,4,55,3.01
mm,1024,4,56,3.032
mm,1024,4,57,3.081
mm,1024,4,58,3.047
mm,1024,4,59,2.986
mm,1024,4,60,3.035
mm,1024,4,61,3.044
mm,1024,4,62,3.022
mm,1024,4,63,3.059
mm,1024,4,64,3.019
mm,1024,4,65,3.03
mm,1024,4,66,3.011
mm,1024,4,67,3.036
mm,1024,4,68,2.99
mm,1024,4,69,3.048
mm,1024,4,70,3.093
mm,1024,4,71,3.098
mm,1024,4,72,3.008
mm,1024,4,73,3.01
mm,1024,4,74,2.965
mm,1024,4,75,2.985
mm,1024,4,76,2.944
mm,1024,4,77,3.042
mm,1024,4,78,3.034
mm,1024,4,79,3.0
mm,1024,4,80,3.005
mm,1024,4,81,3.019
mm,1024,4,82,2.988
mm,1024,4,83,3.115
mm,1024,4,84,3.347
mm,1024,4,85,3.057
mm,1024,4,86,3.015
mm,1024,4,87,3.004
mm,1024,4,88,2.993
mm,1024,4,89,2.945
mm,1024,4,90,3.019
mm,1024,4,91,2.925
mm,1024,4,92,2.967
mm,1024,4,93,3.237
mm,1024,4,94,3.125
mm,1024,4,95,3.109
mm,1024,4,96,3.194
mm,1024,4,97,3.147
mm,1024,4,98,3.182
mm,1024,4,99,3.212
sm,64,1,0,0.0
sm,64,1,1,0.0
sm,64,1,2,0.0
sm,64,1,3,0.001
sm,64,1,4,0.0
sm,64,1,5,0.0
sm,64,1,6,0.0
sm,64,1,7,0.0
sm,64,1,8,0.0
sm,64,1,9,0.0
sm,64,1,10,0.0
sm,64,1,11,0.0
sm,64,1,12,0.0
sm,64,1,13,0.0
sm,64,1,14,0.001
sm,64,1,15,0.001
sm,64,1,16,0.0
sm,64,1,17,0.0
sm,64,1,18,0.0
sm,64,1,19,0.0
sm,64,1,20,0.0
sm,64,1,21,0.001
sm,64,1,22,0.0
sm,64,1,23,0.0
sm,64,1,24,0.0
sm,64,1,25,0.001
sm,64,1,26,0.0
sm,64,1,27,0.001
sm,64,1,28,0.0
sm,64,1,29,0.0
sm,64,1,30,0.0
sm,64,1,31,0.0
sm,64,1,32,0.0
sm,64,1,33,0.0
sm,64,1,34,0.0
sm,64,1,35,0.0
sm,64,1,36,0.0
sm,64,1,37,0.0
sm,64,1,38,0.0
sm,64,1,39,0.0
sm,64,1,40,0.0
sm,64,1,41,0.0
sm,64,1,42,0.001
sm,64,1,43,0.0
sm,64,1,44,0.0
sm,64,1,45,0.0
sm,64,1,46,0.0
sm,64,1,47,0.0
sm,64,1,48,0.001
sm,64,1,49,0.0
sm,64,1,50,0.001
sm,64,1,51,0.0
sm,64,1,52,0.0
sm,64,1,53,0.0
sm,64,1,54,0.0
sm,64,1,55,0.0
sm,64,1,56,0.0
sm,64,1,57,0.001
sm,64,1,58,0.0
sm,64,1,59,0.0
sm,64,1,60,0.0
sm,64,1,61,0.0
sm,64,1,62,0.0
sm,64,1,63,0.0
sm,64,1,64,0.0
sm,64,1,65,0.0
sm,64,1,66,0.0
sm,64,1,67,0.0
sm,64,1,68,0.0
sm,64,1,69,0.0
sm,64,1,70,0.0
sm,64,1,71,0.0
sm,64,1,72,0.0
sm,64,1,73,0.0
sm,64,1,74,0.0
sm,64,1,75,0.0
sm,64,1,76,0.0
sm,64,1,77,0.0
sm,64,1,78,0.0
sm,64,1,79,0.0
sm,64,1,80,0.0
sm,64,1,81,0.0
sm,64,1,82,0.0
sm,64,1,83,0.0
sm,64,1,84,0.0
sm,64,1,85,0.0
sm,64,1,86,0.0
sm,64,1,87,0.0
sm,64,1,88,0.0
sm,64,1,89,0.0
sm,64,1,90,0.0
sm,64,1,91,0.0
sm,64,1,92,0.0
sm,64,1,93,0.0
sm,64,1,94,0.0
sm,64,1,95,0.0
sm,64,1,96,0.0
sm,64,1,97,0.0
sm,64,1,98,0.0
sm,64,1,99,0.0
sm,64,2,0,0.0
sm,64,2,1,0.001
sm,64,2,2,0.001
sm,64,2,3,0.0
sm,64,2,4,0.0
sm,64,2,5,0.001
sm,64,2,6,0.001
sm,64,2,7,0.001
sm,64,2,8,0.001
sm,64,2,9,0.001
sm,64,2,10,0.001
sm,64,2,11,0.0
sm,64,2,12,0.001
sm,64,2,13,0.0
sm,64,2,14,0.001
sm,64,2,15,0.0
sm,64,2,16,0.001
sm,64,2,17,0.001
sm,64,2,18,0.001
sm,64,2,19,0.001
sm,64,2,20,0.001
sm,64,2,21,0.0
sm,64,2,22,0.001
sm,64,2,23,0.0
sm,64,2,24,0.0
sm,64,2,25,0.001
sm,64,2,26,0.0
sm,64,2,27,0.001
sm,64,2,28,0.001
sm,64,2,29,0.0
sm,64,2,30,0.001
sm,64,2,31,0.001
sm,64,2,32,0.001
sm,64,2,33,0.001
sm,64,2,34,0.0
sm,64,2,35,0.001
sm,64,2,36,0.001
sm,64,2,37,0.001
sm,64,2,38,0.001
sm,64,2,39,0.001
sm,64,2,40,0.001
sm,64,2,41,0.001
sm,64,2,42,0.001
sm,64,2,43,0.001
sm,64,2,44,0.001
sm,64,2,45,0.001
sm,64,2,46,0.001
sm,64,2,47,0.0
sm,64,2,48,0.001
sm,64,2,49,0.001
sm,64,2,50,0.0
sm,64,2,51,0.001
sm,64,2,52,0.001
sm,64,2,53,0.001
sm,64,2,54,0.001
sm,64,2,55,0.0
sm,64,2,56,0.0
sm,64,2,57,0.001
sm,64,2,58,0.001
sm,64,2,59,0.001
sm,64,2,60,0.001
sm,64,2,61,0.001
sm,64,2,62,0.001
sm,64,2,63,0.0
sm,64,2,64,0.001
sm,64,2,65,0.001
sm,64,2,66,0.0
sm,64,2,67,0.001
sm,64,2,68,0.001
sm,64,2,69,0.001
sm,64,2,70,0.001
sm,64,2,71,0.001
sm,64,2,72,0.0
sm,64,2,73,0.001
sm,64,2,74,0.001
sm,64,2,75,0.0
sm,64,2,76,0.001
sm,64,2,77,0.001
sm,64,2,78,0.0
sm,64,2,79,0.001
sm,64,2,80,0.001
sm,64,2,81,0.001
sm,64,2,82,0.001
sm,64,2,83,0.001
sm,64,2,84,0.001
sm,64,2,85,0.0
sm,64,2,86,0.001
sm,64,2,87,0.001
sm,64,2,88,0.001
sm,64,2,89,0.001
sm,64,2,90,0.0
sm,64,2,91,0.001
sm,64,2,92,0.001
sm,64,2,93,0.001
sm,64,2,94,0.001
sm,64,2,95,0.001
sm,64,2,96,0.001
sm,64,2,97,0.001
sm,64,2,98,0.0
sm,64,2,99,0.001
sm,64,4,0,0.0
sm,64,4,1,0.001
sm,64,4,2,0.001
sm,64,4,3,0.001
sm,64,4,4,0.001
sm,64,4,5,0.001
sm,64,4,6,0.0
sm,64,4,7,0.001
sm,64,4,8,0.001
sm,64,4,9,0.001
sm,64,4,10,0.001
sm,64,4,11,0.0
sm,64,4,12,0.001
sm,64,4,13,0.001
sm,64,4,14,0.0
sm,64,4,15,0.001
sm,64,4,16,0.0
sm,64,4,17,0.0
sm,64,4,18,0.001
sm,64,4,19,0.001
sm,64,4,20,0.001
sm,64,4,21,0.001
sm,64,4,22,0.001
sm,64,4,23,0.001
sm,64,4,24,0.001
sm,64,4,25,0.001
sm,64,4,26,0.001
sm,64,4,27,0.001
sm,64,4,28,0.001
sm,64,4,29,0.001
sm,64,4,30,0.0
sm,64,4,31,0.001
sm,64,4,32,0.001
sm,64,4,33,0.001
sm,64,4,34,0.001
sm,64,4,35,0.001
sm,64,4,36,0.001
sm,64,4,37,0.001
sm,64,4,38,0.001
sm,64,4,39,0.001
sm,64,4,40,0.001
sm,64,4,41,0.001
sm,64,4,42,0.001
sm,64,4,43,0.001
sm,64,4,44,0.001
sm,64,4,45,0.001
sm,64,4,46,0.001
sm,64,4,47,0.0
sm,64,4,48,0.001
sm,64,4,49,0.001
sm,64,4,50,0.001
sm,64,4,51,0.001
sm,64,4,52,0.001
sm,64,4,53,0.001
sm,64,4,54,0.001
sm,64,4,55,0.0
sm,64,4,56,0.001
sm,64,4,57,0.0
sm,64,4,58,0.0
sm,64,4,59,0.001
sm,64,4,60,0.001
sm,64,4,61,0.001
sm,64,4,62,0.0
sm,64,4,63,0.001
sm,64,4,64,0.001
sm,64,4,65,0.001
sm,64,4,66,0.0
sm,64,4,67,0.001
sm,64,4,68,0.001
sm,64,4,69,0.001
sm,64,4,70,0.001
sm,64,4,71,0.001
sm,64,4,72,0.001
sm,64,4,73,0.001
sm,64,4,74,0.001
sm,64,4,75,0.0
sm,64,4,76,0.001
sm,64,4,77,0.0
sm,64,4,78,0.001
sm,64,4,79,0.0
sm,64,4,80,0.001
sm,64,4,81,0.001
sm,64,4,82,0.001
sm,64,4,83,0.001
sm,64,4,84,0.001
sm,64,4,85,0.001
sm,64,4,86,0.001
sm,64,4,87,0.0
sm,64,4,88,0.001
sm,64,4,89,0.0
sm,64,4,90,0.001
sm,64,4,91,0.0
sm,64,4,92,0.001
sm,64,4,93,0.001
sm,64,4,94,0.001
sm,64,4,95,0.001
sm,64,4,96,0.001
sm,64,4,97,0.001
sm,64,4,98,0.001
sm,64,4,99,0.001
sm,128,1,0,0.0
sm,128,1,1,0.0
sm,128,1,2,0.0
sm,128,1,3,0.0
sm,128,1,4,0.0
sm,128,1,5,0.0
sm,128,1,6,0.0
sm,128,1,7,0.0
sm,128,1,8,0.0
sm,128,1,9,0.0
sm,128,1,10,0.0
sm,128,1,11,0.0
sm,128,1,12,0.0
sm,128,1,13,0.0
sm,128,1,14,0.0
sm,128,1,15,0.0
sm,128,1,16,0.0
sm,128,1,17,0.0
sm,128,1,18,0.001
sm,128,1,19,0.0
sm,128,1,20,0.0
sm,128,1,21,0.0
sm,128,1,22,0.001
sm,128,1,23,0.0
sm,128,1,24,0.001
sm,128,1,25,0.0
sm,128,1,26,0.0
sm,128,1,27,0.0
sm,128,1,28,0.0
sm,128,1,29,0.0
sm,128,1,30,0.0
sm,128,1,31,0.0
sm,128,1,32,0.0
sm,128,1,33,0.0
sm,128,1,34,0.0
sm,128,1,35,0.0
sm,128,1,36,0.0
sm,128,1,37,0.0
sm,128,1,38,0.0
sm,128,1,39,0.0
sm,128,1,40,0.001
sm,128,1,41,0.001
sm,128,1,42,0.0
sm,128,1,43,0.0
sm,128,1,44,0.0
sm,128,1,45,0.001
sm,128,1,46,0.001
sm,128,1,47,0.0
sm,128,1,48,0.0
sm,128,1,49,0.0
sm,128,1,50,0.0
sm,128,1,51,0.0
sm,128,1,52,0.001
sm,128,1,53,0.0
sm,128,1,54,0.0
sm,128,1,55,0.001
sm,128,1,56,0.0
sm,128,1,57,0.0
sm,128,1,58,0.0
sm,128,1,59,0.0
sm,128,1,60,0.0
sm,128,1,61,0.001
sm,128,1,62,0.001
sm,128,1,63,0.0
sm,128,1,64,0.0
sm,128,1,65,0.0
sm,128,1,66,0.0
sm,128,1,67,0.0
sm,128,1,68,0.0
sm,128,1,69,0.0
sm,128,1,70,0.0
sm,128,1,71,0.001
sm,128,1,72,0.001
sm,128,1,73,0.001
sm,128,1,74,0.0
sm,128,1,75,0.0
sm,128,1,76,0.0
sm,128,1,77,0.0
sm,128,1,78,0.0
sm,128,1,79,0.0
sm,128,1,80,0.0
sm,128,1,81,0.0
sm,128,1,82,0.0
sm,128,1,83,0.0
sm,128,1,84,0.0
sm,128,1,85,0.0
sm,128,1,86,0.0
sm,128,1,87,0.0
sm,128,1,88,0.0
sm,128,1,89,0.0
sm,128,1,90,0.0
sm,128,1,91,0.0
sm,128,1,92,0.001
sm,128,1,93,0.0
sm,128,1,94,0.0
sm,128,1,95,0.0
sm,128,1,96,0.0
sm,128,1,97,0.0
sm,128,1,98,0.0
sm,128,1,99,0.0
sm,128,2,0,0.001
sm,128,2,1,0.0
sm,128,2,2,0.001
sm,128,2,3,0.001
sm,128,2,4,0.001
sm,128,2,5,0.001
sm,128,2,6,0.001
sm,128,2,7,0.001
sm,128,2,8,0.001
sm,128,2,9,0.001
sm,128,2,10,0.001
sm,128,2,11,0.0
sm,128,2,12,0.001
sm,128,2,13,0.001
sm,128,2,14,0.001
sm,128,2,15,0.0
sm,128,2,16,0.001
sm,128,2,17,0.001
sm,128,2,18,0.0
sm,128,2,19,0.001
sm,128,2,20,0.001
sm,128,2,21,0.001
sm,128,2,22,0.001
sm,128,2,23,0.0
sm,128,2,24,0.001
sm,128,2,25,0.0
sm,128,2,26,0.0
sm,128,2,27,0.001
sm,128,2,28,0.0
sm,128,2,29,0.001
sm,128,2,30,0.001
sm,128,2,31,0.001
sm,128,2,32,0.001
sm,128,2,33,0.001
sm,128,2,34,0.001
sm,128,2,35,0.001
sm,128,2,36,0.001
sm,128,2,37,0.001
sm,128,2,38,0.001
sm,128,2,39,0.001
sm,128,2,40,0.001
sm,128,2,41,0.001
sm,128,2,42,0.0
sm,128,2,43,0.001
sm,128,2,44,0.001
sm,128,2,45,0.001
sm,128,2,46,0.0
sm,128,2,47,0.0
sm,128,2,48,0.001
sm,128,2,49,0.0
sm,128,2,50,0.001
sm,128,2,51,0.0
sm,128,2,52,0.0
sm,128,2,53,0.0
sm,128,2,54,0.001
sm,128,2,55,0.0
sm,128,2,56,0.0
sm,128,2,57,0.0
sm,128,2,58,0.001
sm,128,2,59,0.0
sm,128,2,60,0.0
sm,128,2,61,0.001
sm,128,2,62,0.001
sm,128,2,63,0.0
sm,128,2,64,0.0
sm,128,2,65,0.001
sm,128,2,66,0.0
sm,128,2,67,0.001
sm,128,2,68,0.001
sm,128,2,69,0.0
sm,128,2,70,0.0
sm,128,2,71,0.001
sm,128,2,72,0.0
sm,128,2,73,0.001
sm,128,2,74,0.001
sm,128,2,75,0.001
sm,128,2,76,0.001
sm,128,2,77,0.0
sm,128,2,78,0.001
sm,128,2,79,0.001
sm,128,2,80,0.0
sm,128,2,81,0.0
sm,128,2,82,0.0
sm,128,2,83,0.001
sm,128,2,84,0.0
sm,128,2,85,0.001
sm,128,2,86,0.0
sm,128,2,87,0.001
sm,128,2,88,0.0
sm,128,2,89,0.001
sm,128,2,90,0.0
sm,128,2,91,0.001
sm,128,2,92,0.001
sm,128,2,93,0.001
sm,128,2,94,0.0
sm,128,2,95,0.001
sm,128,2,96,0.001
sm,128,2,97,0.001
sm,128,2,98,0.001
sm,128,2,99,0.001
sm,128,4,0,0.001
sm,128,4,1,0.001
sm,128,4,2,0.001
sm,128,4,3,0.001
sm,128,4,4,0.001
sm,128,4,5,0.001
sm,128,4,6,0.001
sm,128,4,7,0.0
sm,128,4,8,0.001
sm,128,4,9,0.001
sm,128,4,10,0.001
sm,128,4,11,0.0
sm,128,4,12,0.001
sm,128,4,13,0.001
sm,128,4,14,0.001
sm,128,4,15,0.001
sm,128,4,16,0.001
sm,128,4,17,0.001
sm,128,4,18,0.001
sm,128,4,19,0.001
sm,128,4,20,0.001
sm,128,4,21,0.001
sm,128,4,22,0.001
sm,128,4,23,0.001
sm,128,4,24,0.001
sm,128,4,25,0.001
sm,128,4,26,0.001
sm,128,4,27,0.001
sm,128,4,28,0.001
sm,128,4,29,0.001
sm,128,4,30,0.001
sm,128,4,31,0.001
sm,128,4,32,0.001
sm,128,4,33,0.001
sm,128,4,34,0.001
sm,128,4,35,0.001
sm,128,4,36,0.001
sm,128,4,37,0.001
sm,128,4,38,0.001
sm,128,4,39,0.001
sm,128,4,40,0.001
sm,128,4,41,0.001
sm,128,4,42,0.001
sm,128,4,43,0.001
sm,128,4,44,0.001
sm,128,4,45,0.001
sm,128,4,46,0.001
sm,128,4,47,0.001
sm,128,4,48,0.001
sm,128,4,49,0.001
sm,128,4,50,0.001
sm,128,4,51,0.001
sm,128,4,52,0.001
sm,128,4,53,0.001
sm,128,4,54,0.001
sm,128,4,55,0.001
sm,128,4,56,0.001
sm,128,4,57,0.001
sm,128,4,58,0.001
sm,128,4,59,0.001
sm,128,4,60,0.001
sm,128,4,61,0.001
sm,128,4,62,0.001
sm,128,4,63,0.001
sm,128,4,64,0.001
sm,128,4,65,0.001
sm,128,4,66,0.001
sm,128,4,67,0.001
sm,128,4,68,0.001
sm,128,4,69,0.001
sm,128,4,70,0.001
sm,128,4,71,0.001
sm,128,4,72,0.0
sm,128,4,73,0.001
sm,128,4,74,0.001
sm,128,4,75,0.001
sm,128,4,76,0.0
sm,128,4,77,0.001
sm,128,4,78,0.0
sm,128,4,79,0.0
sm,128,4,80,0.001
sm,128,4,81,0.001
sm,128,4,82,0.001
sm,128,4,83,0.001
sm,128,4,84,0.0
sm,128,4,85,0.0
sm,128,4,86,0.001
sm,128,4,87,0.001
sm,128,4,88,0.001
sm,128,4,89,0.001
sm,128,4,90,0.0
sm,128,4,91,0.001
sm,128,4,92,0.001
sm,128,4,93,0.001
sm,128,4,94,0.001
sm,128,4,95,0.001
sm,128,4,96,0.001
sm,128,4,97,0.001
sm,128,4,98,0.001
sm,128,4,99,0.001
sm,256,1,0,0.001
sm,256,1,1,0.001
sm,256,1,2,0.001
sm,256,1,3,0.001
sm,256,1,4,0.001
sm,256,1,5,0.001
sm,256,1,6,0.001
sm,256,1,7,0.001
sm,256,1,8,0.001
sm,256,1,9,0.001
sm,256,1,10,0.001
sm,256,1,11,0.001
sm,256,1,12,0.001
sm,256,1,13,0.001
sm,256,1,14,0.001
sm,256,1,15,0.001
sm,256,1,16,0.001
sm,256,1,17,0.001
sm,256,1,18,0.001
sm,256,1,19,0.001
sm,256,1,20,0.001
sm,256,1,21,0.001
sm,256,1,22,0.001
sm,256,1,23,0.001
sm,256,1,24,0.001
sm,256,1,25,0.001
sm,256,1,26,0.001
sm,256,1,27,0.001
sm,256,1,28,0.001
sm,256,1,29,0.001
sm,256,1,30,0.001
sm,256,1,31,0.001
sm,256,1,32,0.001
sm,256,1,33,0.001
sm,256,1,34,0.001
sm,256,1,35,0.002
sm,256,1,36,0.001
sm,256,1,37,0.001
sm,256,1,38,0.001
sm,256,1,39,0.001
sm,256,1,40,0.001
sm,256,1,41,0.001
sm,256,1,42,0.001
sm,256,1,43,0.002
sm,256,1,44,0.001
sm,256,1,45,0.001
sm,256,1,46,0.001
sm,256,1,47,0.001
sm,256,1,48,0.001
sm,256,1,49,0.002
sm,256,1,50,0.001
sm,256,1,51,0.001
sm,256,1,52,0.001
sm,256,1,53,0.001
sm,256,1,54,0.002
sm,256,1,55,0.001
sm,256,1,56,0.001
sm,256,1,57,0.001
sm,256,1,58,0.001
sm,256,1,59,0.001
sm,256,1,60,0.001
sm,256,1,61,0.001
sm,256,1,62,0.001
sm,256,1,63,0.001
sm,256,1,64,0.001
sm,256,1,65,0.001
sm,256,1,66,0.001
sm,256,1,67,0.001
sm,256,1,68,0.001
sm,256,1,69,0.001
sm,256,1,70,0.001
sm,256,1,71,0.001
sm,256,1,72,0.001
sm,256,1,73,0.002
sm,256,1,74,0.001
sm,256,1,75,0.001
sm,256,1,76,0.001
sm,256,1,77,0.001
sm,256,1,78,0.001
sm,256,1,79,0.001
sm,256,1,80,0.001
sm,256,1,81,0.001
sm,256,1,82,0.001
sm,256,1,83,0.001
sm,256,1,84,0.001
sm,256,1,85,0.001
sm,256,1,86,0.001
sm,256,1,87,0.001
sm,256,1,88,0.001
sm,256,1,89,0.001
sm,256,1,90,0.001
sm,256,1,91,0.001
sm,256,1,92,0.001
sm,256,1,93,0.001
sm,256,1,94,0.001
sm,256,1,95,0.001
sm,256,1,96,0.001
sm,256,1,97,0.001
sm,256,1,98,0.001
sm,256,1,99,0.002
sm,256,2,0,0.001
sm,256,2,1,0.001
sm,256,2,2,0.001
sm,256,2,3,0.001
sm,256,2,4,0.0
sm,256,2,5,0.001
sm,256,2,6,0.001
sm,256,2,7,0.001
sm,256,2,8,0.001
sm,256,2,9,0.001
sm,256,2,10,0.001
sm,256,2,11,0.001
sm,256,2,12,0.001
sm,256,2,13,0.001
sm,256,2,14,0.001
sm,256,2,15,0.0
sm,256,2,16,0.001
sm,256,2,17,0.001
sm,256,2,18,0.001
sm,256,2,19,0.001
sm,256,2,20,0.001
sm,256,2,21,0.001
sm,256,2,22,0.001
sm,256,2,23,0.001
sm,256,2,24,0.001
sm,256,2,25,0.001
sm,256,2,26,0.001
sm,256,2,27,0.001
sm,256,2,28,0.001
sm,256,2,29,0.001
sm,256,2,30,0.001
sm,256,2,31,0.001
sm,256,2,32,0.001
sm,256,2,33,0.001
sm,256,2,34,0.001
sm,256,2,35,0.001
sm,256,2,36,0.001
sm,256,2,37,0.0
sm,256,2,38,0.001
sm,256,2,39,0.001
sm,256,2,40,0.001
sm,256,2,41,0.001
sm,256,2,42,0.001
sm,256,2,43,0.001
sm,256,2,44,0.001
sm,256,2,45,0.001
sm,256,2,46,0.001
sm,256,2,47,0.001
sm,256,2,48,0.001
sm,256,2,49,0.001
sm,256,2,50,0.0
sm,256,2,51,0.0
sm,256,2,52,0.002
sm,256,2,53,0.001
sm,256,2,54,0.001
sm,256,2,55,0.001
sm,256,2,56,0.001
sm,256,2,57,0.001
sm,256,2,58,0.001
sm,256,2,59,0.001
sm,256,2,60,0.001
sm,256,2,61,0.001
sm,256,2,62,0.001
sm,256,2,63,0.001
sm,256,2,64,0.001
sm,256,2,65,0.001
sm,256,2,66,0.001
sm,256,2,67,0.0
sm,256,2,68,0.001
sm,256,2,69,0.001
sm,256,2,70,0.001
sm,256,2,71,0.001
sm,256,2,72,0.001
sm,256,2,73,0.0
sm,256,2,74,0.001
sm,256,2,75,0.001
sm,256,2,76,0.001
sm,256,2,77,0.001
sm,256,2,78,0.001
sm,256,2,79,0.001
sm,256,2,80,0.001
sm,256,2,81,0.001
sm,256,2,82,0.001
sm,256,2,83,0.0
sm,256,2,84,0.002
sm,256,2,85,0.001
sm,256,2,86,0.001
sm,256,2,87,0.001
sm,256,2,88,0.0
sm,256,2,89,0.001
sm,256,2,90,0.0
sm,256,2,91,0.001
sm,256,2,92,0.001
sm,256,2,93,0.001
sm,256,2,94,0.001
sm,256,2,95,0.001
sm,256,2,96,0.001
sm,256,2,97,0.001
sm,256,2,98,0.001
sm,256,2,99,0.002
sm,256,4,0,0.001
sm,256,4,1,0.001
sm,256,4,2,0.001
sm,256,4,3,0.001
sm,256,4,4,0.001
sm,256,4,5,0.002
sm,256,4,6,0.001
sm,256,4,7,0.001
sm,256,4,8,0.001
sm,256,4,9,0.001
sm,256,4,10,0.001
sm,256,4,11,0.001
sm,256,4,12,0.002
sm,256,4,13,0.001
sm,256,4,14,0.002
sm,256,4,15,0.002
sm,256,4,16,0.001
sm,256,4,17,0.001
sm,256,4,18,0.001
sm,256,4,19,0.001
sm,256,4,20,0.001
sm,256,4,21,0.001
sm,256,4,22,0.001
sm,256,4,23,0.001
sm,256,4,24,0.001
sm,256,4,25,0.001
sm,256,4,26,0.001
sm,256,4,27,0.001
sm,256,4,28,0.001
sm,256,4,29,0.002
sm,256,4,30,0.001
sm,256,4,31,0.001
sm,256,4,32,0.0
sm,256,4,33,0.001
sm,256,4,34,0.001
sm,256,4,35,0.001
sm,256,4,36,0.001
sm,256,4,37,0.002
sm,256,4,38,0.001
sm,256,4,39,0.001
sm,256,4,40,0.001
sm,256,4,41,0.001
sm,256,4,42,0.001
sm,256,4,43,0.001
sm,256,4,44,0.001
sm,256,4,45,0.001
sm,256,4,46,0.001
sm,256,4,47,0.001
sm,256,4,48,0.001
sm,256,4,49,0.001
sm,256,4,50,0.001
sm,256,4,51,0.001
sm,256,4,52,0.001
sm,256,4,53,0.001
sm,256,4,54,0.001
sm,256,4,55,0.002
sm,256,4,56,0.001
sm,256,4,57,0.002
sm,256,4,58,0.001
sm,256,4,59,0.001
sm,256,4,60,0.001
sm,256,4,61,0.001
sm,256,4,62,0.002
sm,256,4,63,0.002
sm,256,4,64,0.001
sm,256,4,65,0.001
sm,256,4,66,0.001
sm,256,4,67,0.001
sm,256,4,68,0.001
sm,256,4,69,0.001
sm,256,4,70,0.001
sm,256,4,71,0.001
sm,256,4,72,0.001
sm,256,4,73,0.002
sm,256,4,74,0.002
sm,256,4,75,0.002
sm,256,4,76,0.002
sm,256,4,77,0.001
sm,256,4,78,0.001
sm,256,4,79,0.001
sm,256,4,80,0.002
sm,256,4,81,0.001
sm,256,4,82,0.001
sm,256,4,83,0.001
sm,256,4,84,0.001
sm,256,4,85,0.002
sm,256,4,86,0.001
sm,256,4,87,0.001
sm,256,4,88,0.001
sm,256,4,89,0.001
sm,256,4,90,0.001
sm,256,4,91,0.001
sm,256,4,92,0.001
sm,256,4,93,0.002
sm,256,4,94,0.001
sm,256,4,95,0.001
sm,256,4,96,0.001
sm,256,4,97,0.001
sm,256,4,98,0.001
sm,256,4,99,0.002
sm,1024,1,0,0.019
sm,1024,1,1,0.019
sm,1024,1,2,0.019
sm,1024,1,3,0.02
sm,1024,1,4,0.019
sm,1024,1,5,0.019
sm,1024,1,6,0.019
sm,1024,1,7,0.019
sm,1024,1,8,0.018
sm,1024,1,9,0.019
sm,1024,1,10,0.019
sm,1024,1,11,0.02
sm,1024,1,12,0.019
sm,1024,1,13,0.019
sm,1024,1,14,0.018
sm,1024,1,15,0.019
sm,1024,1,16,0.02
sm,1024,1,17,0.019
sm,1024,1,18,0.019
sm,1024,1,19,0.018
sm,1024,1,20,0.018
sm,1024,1,21,0.018
sm,1024,1,22,0.019
sm,1024,1,23,0.019
sm,1024,1,24,0.02
